Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,8111,267.09853631584036,6782,5810,-930,-5018,105,-4848,4578,3725,3986,4595,-3868,-4924,6976,6567
,8112,267.13124704385064,-7275,1548,4575,-5065,2748,-6524,-2434,7905,2009,-3220,8017,6209,7822,-1232
,8113,267.1661824212499,1962,-4578,1257,1126,-7592,1747,-851,-2259,5464,4528,-3009,396,-7196,621
,8114,267.19805195638287,-1866,5766,5534,241,1692,-5635,3290,-4101,1445,-241,-6997,3435,-5773,6997
,8115,267.2311172084884,871,-6596,-6523,853,-4496,7880,-5258,3000,-7201,7475,4133,-4792,-1131,-745
,8116,267.26646142187684,1760,-4952,4609,-7085,3521,3409,6299,-4185,-6045,-6745,4884,-7591,5232,-1965
,8117,267.304045252499,-5919,1573,471,451,3009,-3782,-6148,-5368,-7467,1323,6313,4794,3590,2491
,8118,267.3357796493761,-7314,1168,1804,-4023,163,8100,5982,2133,-4637,-7485,-1791,5154,6323,7251
,8119,267.37018901394407,-5659,-1001,-6850,-399,7923,-2278,-888,-71,401,7319,6232,-2466,3458,-6343
,8120,267.40361306667194,-3569,-1664,3438,-1623,-2983,6464,6202,747,3091,2723,-2198,-2078,-1560,-6852
,8121,267.4355826725386,6565,489,1005,-975,-6587,4788,4229,5311,2616,4365,1954,882,5299,4659
,8122,267.46581002127147,2906,-1267,7182,-1057,-4513,-7250,-6907,-4610,-7761,-3615,7054,1178,1297,-5786
,8123,267.49991746302726,-2143,-6693,4882,-3442,-4217,-57,5685,7199,4935,1035,-502,1957,7040,-3617
,8124,267.53079527152954,-1597,4365,6296,7377,-1858,-4571,-6476,-6649,-981,-2666,6648,5901,448,-3347
,8125,267.56505410234416,-5749,3219,-1866,-5478,2413,8029,2565,4173,-2081,-5719,-4306,-5844,6884,-7994
,8126,267.60115269511016,3771,4150,-2321,5950,-3486,-7847,-4070,-3896,5640,-2629,-6561,2219,-6825,-6928
,8127,267.6364220692746,1707,-41,1524,-5959,66,-6928,1443,-5543,5416,5216,996,1621,-6197,-2899
,8128,267.6703229547723,4352,-6458,-1556,-6811,-5635,-520,-7108,-5444,-3162,-444,-5347,7662,-1632,5473
,8129,267.7026141554757,-2174,-3600,730,-3353,7357,4726,5016,6571,-2278,-7744,-4945,-2795,4231,1027
,8130,267.7339700797059,-1156,-5118,5835,-2559,-2943,-4722,830,1929,6220,-3905,-4534,2565,-7149,-14
,8131,267.7685701773818,-3074,-2984,-1690,-6151,385,-6229,-2510,6538,2284,5710,-8100,-2426,-3726,-5739
,8132,267.8027494647926,-3596,7946,-4512,-4456,-1853,-546,1772,-817,8072,-2474,308,-5040,-1527,-6388
,8133,267.83875012508844,1020,-6222,5586,-7998,-604,-6451,1703,7231,-1259,-1200,6548,4233,-6947,926
,8134,267.87130946403994,-3725,-833,-778,-3243,-247,1366,-7232,4424,-7561,2131,-5334,4899,8128,-3508
,8135,267.9047228254501,4188,-8064,-1773,6377,5598,5092,6781,-5548,2557,6101,68,-6832,1396,-7537
,8136,267.93636185577327,-120,-2763,-6109,-5898,-3374,-3264,2963,875,609,3596,-7886,-1237,-7101,-3308
,8137,267.96904136513587,6232,-5566,5799,3047,6112,2774,4467,6894,112,4547,5949,4611,-5285,7089
,8138,268.00786239504333,4073,-4182,-924,2691,-5052,5096,4275,-6895,4659,1929,-568,-3323,6491,-6977
,8139,268.04496426106317,3369,-7346,1767,-7970,-779,3360,-3092,337,-3495,-8055,-6625,-4895,1469,4498
,8140,268.0785161819508,-2301,-361,-4778,5508,2938,-2026,-2371,1436,1284,2426,4272,154,7684,-4119
,8141,268.1127390899379,4984,5398,5622,6784,-7878,644,4941,39,5525,7592,-1733,7884,-2010,1074
,8142,268.1457303581249,2281,784,4153,2918,-5189,-3892,-1034,5830,-693,-3824,-7607,6173,7950,3945
,8143,268.1777996070727,6475,-2557,-4688,1288,-2088,-2910,-1359,8138,-8070,8187,6435,-35,4082,-5853
,8144,268.219582987291,1546,5438,3564,1500,604,-2189,4026,-4184,1696,4865,7460,-1255,-7697,6964
,8145,268.26167000093227,5173,-6064,-3242,3769,3477,5024,-5629,4724,6675,-808,5533,6878,-3708,1715
,8146,268.3052880112695,-3273,4422,-980,-1678,-5072,-5787,-7762,-6577,1135,-7268,-6351,-4108,6818,-4302
,8147,268.34365957818045,5732,-5835,-1769,-5057,5969,7797,-999,-1417,3602,-5496,4652,-3265,-2961,-5307
,8148,268.38472535715414,-2593,-6642,-5565,1772,2136,-4186,-2580,86,450,-7191,3476,-491,-750,-697
,8149,268.42094454798394,4815,-2254,-6876,495,-2130,-5501,-8033,-2508,-632,-3331,5257,4930,-5848,6614
,8150,268.4600700666197,-6692,-4853,5846,-1225,-3048,3561,-505,-7775,4769,1634,-6825,4878,3255,1886
,8151,268.49690550500225,-7121,5189,7239,5634,5252,-7090,3114,-7446,981,-1930,-5284,-1444,6663,143
,8152,268.53482846422213,-4125,-6845,-262,-2757,5759,1339,496,-149,7723,1759,520,1520,6882,921
,8153,268.5712939830119,4895,5846,-475,5909,-1582,-2257,6023,-1465,7240,-114,1513,-6848,6230,-5292
,8154,268.6083757493545,3515,3408,-5664,1735,7268,-657,-7602,-2146,-6631,6967,265,-8020,-6296,-5776
,8155,268.6459219465383,1570,7534,-5272,7100,-7510,-4526,751,6895,-794,3222,-6746,-404,6609,-5345
,8156,268.6826804074333,3973,7219,2874,-5588,-6418,1354,7644,-6592,1399,7682,5591,-6249,7078,1124
,8157,268.71611001964635,7143,7391,-2648,-2115,-7739,4420,-7142,-6475,-8000,7769,25,5242,2592,677
,8158,268.7571527053738,-2079,-5426,-6431,8100,298,4230,-7793,3760,704,3507,-6572,1876,4101,-6389
,8159,268.79763773196953,-2233,1127,-1370,345,5840,952,-6359,-4717,3690,-147,-2807,2405,7644,-7568
,8160,268.8378888325338,4045,-2450,3360,-4508,-37,6686,567,-1699,2735,2851,2228,7003,7913,-7824
,8161,268.87689546371666,-1798,1482,-1325,-7797,-1080,-5799,-6668,-214,-5529,-4286,-2913,6847,5857,-4243
,8162,268.9152452203395,2027,-1431,3543,-6888,-6782,-1622,-5728,3312,-3144,-6607,-7193,-1305,-3659,3461
,8163,268.9481753341892,-2350,-1634,-6619,-1860,-3843,-5133,7315,-5422,1638,-7414,1462,-420,4271,7765
,8164,268.9811914062333,6047,-6259,-3686,4339,-1161,-5254,-6309,1796,6248,185,5039,-6520,-4669,-2335
,8165,269.0134004976167,2811,4316,-6383,7064,4952,-2222,1722,3076,7158,3037,1352,4935,-1131,3842
,8166,269.04744208085543,7234,-2942,-6779,1089,-2686,-5612,5053,490,1000,1149,5526,1250,6893,3527
,8167,269.0838558536675,-6345,912,1817,3531,-320,-4577,7388,4828,-394,2678,-5495,2773,-7062,5393
,8168,269.11920562654115,4243,-7230,1162,-7580,4668,-4658,-2627,-7983,-7367,-5411,3851,1031,1097,-7375
,8169,269.15378605219246,-5848,4229,-30,7339,-1272,-8169,-4931,1949,-985,3522,-5407,6691,5473,-5301
,8170,269.18416436233133,1541,6664,487,-5630,-7117,6162,-2347,3765,-7934,-2796,3257,-8135,7489,-3176
,8171,269.2137515149597,-7354,1427,5661,904,7917,3021,3903,5755,4777,-2670,-8025,-2340,1894,-5577
,8172,269.2467025837921,3830,3149,-1604,-2033,683,-5756,3884,1873,-5052,7097,7884,-2845,6947,592
,8173,269.2832540607763,-3246,-4904,-26,7268,6315,5104,398,8114,7532,1703,7051,-1721,-3555,7384
,8174,269.32325412920073,3652,4229,-7083,-467,-3709,250,-3686,-2095,7164,-2222,497,-1343,-971,3219
,8175,269.35962556439466,-5908,-4554,175,-7637,-5896,7377,-2732,4850,999,1634,-2585,-1466,848,196
,8176,269.38949753372685,-3743,7013,2421,3771,5808,2371,-5673,-34,5889,4458,-895,7754,1495,-5845
,8177,269.4195910271619,-1710,-136,-541,4698,4614,-5906,-1594,5938,-6865,2010,832,2388,4880,1644
,8178,269.4523282696402,-421,-783,-2765,5708,191,3849,-5776,-2284,5696,-2604,4720,-3316,6133,-132
,8179,269.48541020020133,7388,-2587,4380,2896,3488,3167,2008,-7768,2668,-1614,-5574,-7914,2642,-2498
,8180,269.52038663226057,-1506,-4390,-5511,-4203,-5050,734,2984,6119,-4936,-1196,-2233,-5646,7225,3000
,8181,269.5550957813771,-92,-3979,-731,-6337,2653,-6608,-2599,-1229,8165,1248,-5232,-6951,-6375,-4481
,8182,269.587669232868,3843,5413,8188,-7108,4324,-8007,3026,6964,-1706,-8053,3483,5231,2836,2667
,8183,269.6176190349931,-6390,-7811,7603,4043,-3151,-6585,6745,-1548,7275,5687,-2925,3514,-7630,4127
,8184,269.6499453032186,-1650,-1695,7164,-5398,-1900,-1760,3330,1981,-6975,-4563,-8015,4316,5384,-5097
,8185,269.6869265711747,-174,-1025,-6792,-4425,-6736,-4821,-8065,2486,752,4626,-7706,8083,1825,-1398
,8186,269.7213466270603,4596,-3134,1506,-5518,2519,1033,-1352,-6846,4266,7425,-1906,-4508,7439,5549
,8187,269.75381273772143,-5759,-7763,-1046,2098,-6049,-3208,-5063,-1442,-5070,2645,7404,5647,-5322,-6625
,8188,269.7872265267843,-2429,3802,7132,-6127,2273,2638,-8117,335,1777,4806,4741,-3191,2417,-3735
,8189,269.82354835426406,-160,-397,5105,-6456,-3914,-2119,7777,7085,-7576,-4831,-5519,826,6786,-2011
,8190,269.85471867721884,6507,4373,8139,3409,-2626,-597,-2843,6512,7062,-3283,2206,4471,1308,5230
,8191,269.8855036850834,-1510,-96,-76,2938,1225,-4755,-1505,616,-4331,-3540,3668,4567,-2657,-7097
,8192,269.9188999403852,-2081,503,5534,-3060,-5382,-2140,-5730,-2947,6418,-6550,-6388,7088,5885,6465
,8193,269.9499586459831,-2069,-3975,4703,-1936,5689,-2997,1455,-1941,-7925,-1613,3978,5577,5788,4887
,8194,269.9819671682463,4656,1852,2980,892,299,-1819,5401,-6143,6256,-6359,4979,-4601,-3331,-6548
,8195,270.01407447828507,7382,-6732,-2833,3237,-3132,6631,-7345,-7196,-6850,4380,-4115,2103,-4030,-6242
,8196,270.04444252475895,-3995,7343,-1417,92,-276,8045,3129,-2527,-4664,966,3666,3441,-2515,2418
,8197,270.0760554682669,7115,1165,-5826,-3164,-772,3814,2162,-1757,5607,-6256,-7552,-1012,-7166,6733
,8198,270.10854980400677,-2750,6365,1147,-7067,998,3858,-2605,1830,1027,-2070,1023,-2659,-3416,7933
,8199,270.1415248213909,913,-5283,3693,4065,-2013,7174,5591,-4966,-4854,-541,1528,729,-7505,-2981
,8200,270.17783039806767,-1796,-5795,4624,-3085,7790,-6507,-285,6963,-2760,2942,-515,7718,-2866,4151
,8201,270.2092598785637,-4850,1533,7784,3797,-5214,5167,-2632,7095,3433,-8073,4373,-6641,2557,-4186
,8202,270.2413175808884,4414,-1916,-3122,1359,-3636,-4485,-5187,761,180,-2647,7204,-2259,-4071,-7808
,8203,270.27472238924435,-1781,-6381,1946,2348,-7214,-5830,1719,2271,-7311,7018,3925,8012,4733,3337
,8204,270.30862413004746,-5081,630,8065,6911,-6056,-1009,520,-7271,-222,-5556,2150,3624,4779,-3596
,8205,270.3405176137321,1140,5085,1236,-1087,-4411,6898,-7029,-4763,-6930,-5345,-3951,6583,-1468,-499
,8206,270.37574080140405,-286,-2722,-4609,-3780,-4420,4089,-8141,7946,-7700,6598,4223,-5474,6,-8104
,8207,270.40857341043625,-2518,-4140,3421,-1294,-1177,-272,1512,1374,5373,-7132,-3752,1633,2900,5088
,8208,270.4396197141056,-1823,-4129,-3588,7909,944,-4662,3793,-2338,2881,-6451,-5032,-6246,-5789,-1005
,8209,270.470539860226,-2544,7154,7705,4834,-4314,-1566,-4889,-6037,-5579,1178,180,5672,2577,-6366
,8210,270.5027408262079,-5402,-739,2749,-8013,-2065,7713,-7867,7575,7090,-3000,1747,-3545,6164,-7524
,8211,270.53361050930874,-5966,1394,4290,2818,5788,5422,-5206,1811,-2645,-7807,1710,-4623,-7691,2078
,8212,270.56505153642786,1566,-5813,-6144,-7730,-6815,709,-7006,-1288,2845,1631,4039,-5904,-3469,7042
,8213,270.59664138668956,-6532,1256,963,-2472,-6919,-3316,-2946,4771,-8082,-6362,7409,2896,-2065,-2317
,8214,270.62740543957136,4065,5352,-4192,6572,-2338,2818,-7525,-8091,2299,1025,6886,1978,-8178,-7571
,8215,270.6587887335749,-1888,-3065,-7669,1781,-2345,122,4830,4334,5635,103,3203,3459,6698,6572
,8216,270.69102177351,-7054,-1712,-4566,7722,5284,-1263,4960,-5133,3159,3345,-8040,-2878,-6273,8043
,8217,270.72146679747135,-7482,-726,4284,-4742,4415,-7460,-6964,-1125,1959,4931,2973,6167,2086,1297
,8218,270.7546231396038,230,-436,91,-3459,-7810,-4145,-4237,1990,6972,4623,-1596,3962,4143,4739
,8219,270.78880627588904,-7385,6090,811,4863,-6635,7792,-368,-3231,3928,-6186,-1086,6735,1527,-3564
,8220,270.82128136725703,-2168,2561,-7729,-7804,4242,605,-6170,-7824,579,-3633,-3004,-6601,-4371,-5299
,8221,270.8536585261548,-945,-3618,3875,6409,4276,-5034,-3725,-5324,4297,-7544,-56,-5218,1737,-7168
,8222,270.8844452446302,-4277,4934,3933,-4066,4163,7572,953,-6506,4032,-4275,6932,-815,-622,-7159
,8223,270.9168891173505,4115,7343,-4342,92,-276,-1163,3777,1646,-4664,966,-4630,3441,-2515,3591
,8224,270.94865173930634,5350,-7613,3266,-2920,-6209,70,4796,194,1072,-433,6141,-4973,4495,-6488
,8225,270.98127094963706,-6817,3644,1156,-701,-7498,-6604,-1220,4549,7467,29,-5893,-4711,-5119,-6374
,8226,271.01177413436676,2799,-1017,3929,-5326,4769,-1210,-4449,6279,-1498,932,-7039,-6300,1077,-764
,8227,271.04434630289956,1560,4237,64,6833,-6372,1328,7891,-1860,-5698,-268,-471,5688,3095,115
,8228,271.074367523027,-5737,3643,514,1580,-7971,4862,7,-562,-3744,-4391,2666,-3679,-1353,-1489
,8229,271.10685758223974,7556,-2143,-3965,-3832,7605,7956,-6196,3807,-6862,7990,-7115,6210,5723,-4916
,8230,271.13746682484117,3922,2767,-5804,-757,-1402,3360,7097,-6594,1592,6555,820,-3066,-937,-1995
,8231,271.16863543718506,-2810,-1344,-5057,-1474,5495,-1591,6745,5981,2836,-375,-4978,1802,2883,4119
,8232,271.20371621650514,-6633,5338,-619,-4071,3459,425,-6269,7819,-2175,-817,3234,-2519,-3364,-6770
,8233,271.2370517451224,8143,5770,2347,5819,-6793,5741,-2415,-4090,5240,1739,-5875,-1469,599,3449
,8234,271.27015805188796,-2298,-2638,5867,2380,1559,-6393,-7405,-3933,-1464,-1560,1310,5578,1921,-2067
,8235,271.3073214998978,3924,6165,6736,3565,2168,-109,-2061,-1217,7018,3257,-3433,5603,-3891,713
,8236,271.3368466428835,267,4834,2399,-5036,5330,-2059,-6093,-1479,1824,-8155,-7056,5444,7656,-4325
,8237,271.3671394224807,-4176,-742,1981,6281,6765,-7701,1886,4235,8042,5253,-2945,4518,7803,-2246
,8238,271.39927239168196,2414,5484,3717,5311,-464,-2761,-5951,88,7376,-4145,536,2834,6565,-6060
,8239,271.43033665676506,2651,6312,-6950,1075,3397,1512,-6761,-1599,-1260,4994,7855,-6478,-6037,3190
,8240,271.46232892822536,6136,6676,-1855,6582,-1761,-1518,-589,-5415,206,-1055,-7537,-2983,657,-3635
,8241,271.49289241198693,5997,6900,-4077,3999,6768,-1307,-2005,-6829,5975,5883,-7474,1931,-7475,-4805
,8242,271.5264738409115,7244,-7180,8172,2904,-4410,4759,-1375,-5844,2313,5260,103,-7339,4618,2509
,8243,271.5569402475083,-5368,5177,3332,236,1565,4607,-2066,-7238,7461,-7253,-3445,-74,6729,691
,8244,271.5876542650232,8173,-6514,-4551,6663,195,1375,4608,-7819,6830,515,2575,5207,3906,5243
,8245,271.61790641761314,4951,2077,-3974,-4381,3836,-6889,6943,4819,-2869,1539,-5526,-7908,-7430,-7709
,8246,271.65253516802045,-6828,4295,7397,-911,179,-2652,-8079,1531,-6004,-8133,-3413,-4388,-5296,-6576
,8247,271.6832299411635,-511,-7053,1630,-7925,6773,-610,-1927,3954,2537,3076,-6933,-3329,7393,6569
,8248,271.71374167894743,-3091,-6585,5480,-5854,-8038,-2966,4904,-7677,-7664,2774,3330,-4710,-4519,3325
,8249,271.74448948102633,4996,-2112,-3142,5324,-4442,7828,6064,-6003,2855,3429,-642,3110,-3050,-3581
,8250,271.7791789581183,-661,7477,6806,4905,-6600,2885,-5092,6852,-513,-3296,278,-1556,-215,4995
,8251,271.8106785736585,-4894,-5712,-276,5250,-1760,-6058,-6652,-2823,-3443,-4247,-6572,-6870,3205,-7336
,8252,271.84048468447355,3768,-6067,358,2250,412,-7039,-5639,6416,5363,-3187,-7812,4936,6206,4328
,8253,271.87271900736675,-5750,4057,-2489,-620,-468,-3980,-6643,-6272,7120,127,5300,7230,-4639,-1200
,8254,271.90461805053656,-2674,-6738,4168,2466,-449,-3223,5191,7462,3923,3205,4952,-7757,1879,3428
,8255,271.9376957045707,7413,-877,-1196,-3410,-5514,-2360,1168,-425,4535,4112,2547,5504,3280,6349
,8256,271.9683977478098,4267,-8177,342,-4491,2303,-1879,-7311,6783,6156,337,1751,5521,5251,-2481
,8257,271.99864177499825,6865,2093,4441,6464,-3429,2617,-1850,-1685,-6029,-1087,-3327,-2879,-2967,656
,8258,272.0296115288328,-7593,-2872,-4763,-4903,-1973,-683,1479,-4559,-2463,4830,-5602,7484,3161,-7249
,8259,272.06197158162223,-7415,-6711,-1650,-4609,4864,1296,-4298,7015,-7719,5974,6174,276,1,-3482
,8260,272.0925812518763,-4476,-2969,-7615,1737,-116,-354,-770,7682,-8126,2029,3655,6284,6149,4129
,8261,272.12377894460445,-8077,4972,5101,-3374,-7057,-2781,-7021,1794,-522,-5229,5235,-6602,3581,6366
,8262,272.1563198944895,-2439,2080,-6409,-5219,882,7891,846,-2138,1995,6007,-1928,296,4789,728
,8263,272.18766170618034,-7070,-7949,-7129,7377,-3379,-198,-6926,2628,-7533,7078,2973,7497,3170,5000
,8264,272.22011969144,2486,-4383,-1551,6514,-825,-7368,2168,7457,3614,-1490,-5481,-635,1773,6232
,8265,272.25026621381096,-2190,-4596,-6964,7857,-2661,-5732,-5973,6218,6812,-1141,7539,5790,915,-3187
,8266,272.28059876511,2248,-7799,1535,3654,3582,3564,-1905,-4623,-3139,7179,-6049,-7562,-2186,7219
,8267,272.31860982078786,3109,-5616,-2604,-1146,5915,-4769,1359,-4798,5052,6201,7046,-6940,1912,-1453
,8268,272.3522861886137,758,-2714,4273,1611,207,-766,-5288,-5396,-6883,7026,7525,5370,1802,-7598
,8269,272.3831875180149,-3881,5874,3288,-7133,405,4195,-4212,-982,7395,-7319,-4371,-6582,-317,-2859
,8270,272.41647899840314,4545,6965,955,1811,2336,-2625,-6347,2048,6830,519,-4101,4646,-2753,-7860
,8271,272.44831859784654,-6297,2878,6004,5472,-6838,3790,4602,1855,-1262,7230,2053,-7929,-3312,7176
,8272,272.4777693292609,2275,5823,4958,3473,-1396,-5975,-308,398,-8062,-5835,-5439,-2860,-5649,-1157
,8273,272.50795989986085,-2082,-5699,-1320,-1105,-1519,-1734,-3333,-7868,4906,-4701,158,6160,-7532,-1956
,8274,272.5424573608867,6563,3379,1659,-6847,34,-4185,-1072,-5648,1097,4393,-6416,7054,-886,6899
,8275,272.57356995072587,-1147,-6468,-1917,-6447,4975,19,7072,5615,3088,7129,-2512,5381,-1261,-3876
,8276,272.6037635148947,5879,-7222,1235,-5133,5306,-5514,6033,-2999,-7367,-4714,693,6186,732,3317
,8277,272.63515707256323,-126,1555,4454,7398,-1647,5559,7837,-8136,-3472,-7824,6485,-1779,-3637,-473
,8278,272.6696156171927,3304,-1527,1108,6860,764,6827,-8039,307,-4607,-1807,-4435,-1467,1804,-2596
,8279,272.6999631363365,6142,-7681,5684,4094,7783,7115,6033,-58,-7247,-1119,2644,4892,6644,4871
,8280,272.7297444432945,1924,1320,7787,6319,4586,1800,-3504,-7269,-6625,-3679,3461,4429,-222,6549
,8281,272.7595018017009,2142,373,-4282,-1857,2812,-5459,-3692,7731,6200,-762,-3903,587,-8146,-8104
,8282,272.79308879011063,7702,-361,8151,-6702,-6180,3364,1964,2041,6853,-3068,2853,6048,8128,6052
,8283,272.82383274331517,1027,5864,2803,-2055,2056,-652,-2295,-3794,-6119,-5234,6541,-1171,-4910,-1928
,8284,272.8545869601847,3386,499,-2094,-2115,-3054,-2684,-4710,-4630,7331,-873,4869,-5599,-811,-8119
,8285,272.88714715444166,-4859,-3934,-6976,-4758,5387,1717,7928,7908,-7054,-7638,7139,6887,7279,7318
,8286,272.91812417837224,-3930,760,-5679,1550,6747,-977,5851,1467,-2838,-897,-5532,3323,-2811,3978
,8287,272.9504859417725,-4670,-2233,7696,5098,7839,2525,35,-1505,2665,-4391,5471,-7464,-4531,-7940
,8288,272.9811935444968,-1170,-6995,5107,-4307,6661,6867,-4593,-4187,250,1951,-7460,332,4686,-5580
,8289,273.01314219538085,-3499,-8095,-2900,-5423,-416,-6115,-3979,-1111,3176,7562,-5891,992,-45,6857
,8290,273.0441290553237,-5348,1128,2004,2901,-4770,-3558,2580,-4992,-3871,-4856,-1165,-4559,-1509,-3813
,8291,273.07614057115586,-1890,-2184,-1499,2539,-1446,7540,1647,441,5075,-6224,2102,7231,-6980,-3344
,8292,273.1066360581368,-8066,-1439,-881,5104,-3142,-2388,2385,5205,-172,-1995,-6081,4985,-5376,-7264
,8293,273.1387155707496,4082,7381,7427,-5012,5641,5196,1475,4850,-1489,3216,-1823,-4825,5053,3293
,8294,273.1712659289943,2691,-7790,-5534,3257,-3325,-8037,6548,-5971,7523,-2271,-5115,-7414,6665,5808
,8295,273.20305677602886,2819,-7779,7539,4361,-4849,-1618,173,-4891,-7625,-971,4990,3738,-8140,-7768
,8296,273.23399231764677,1576,-4717,-7254,5147,6159,2496,-2631,-2733,-6054,-7358,6261,-2921,-8156,1838
,8297,273.2683961227295,-5915,432,1040,-5420,-1718,4132,-1585,7105,629,2701,7513,276,5300,2225
,8298,273.30227861916075,8113,-1454,-2456,-8047,-7730,4450,2059,7070,6920,-1011,4327,-2656,4104,-1102
,8299,273.332981945358,6606,5339,-4488,-1560,2446,5589,6330,-2007,435,-6604,99,3268,-1530,2631
,8300,273.3623052362653,4696,4241,1870,7430,8176,-5780,-1043,-3499,-178,665,-7855,-665,4536,-3691
,8301,273.3927814788744,-3738,-2292,-5510,-5693,2639,6164,-7346,4002,2222,-7595,1637,5224,100,-4057
,8302,273.42349293047306,2147,-1019,5790,1032,-1149,-5439,2917,-3839,-4288,6220,-3605,-2038,-2736,5954
,8303,273.4538639705159,-3545,1737,-172,-986,-377,-1590,3890,2918,2200,2292,-5611,-3079,-7813,-2983
,8304,273.4850582420224,-5376,-2095,426,2587,1934,3980,-5933,6333,3100,2258,-3681,3306,-1730,-3770
,8305,273.517598336602,-2187,-6296,3058,8096,1783,494,-7444,-4574,-2590,-6512,5714,94,1862,4496
,8306,273.54917321901894,-6050,6574,3690,-1032,-5533,-4570,-3774,8062,-6299,1074,-7246,-16,2222,3870
,8307,273.57924190859694,-1176,-3855,-8135,6231,-3084,5205,7574,-4249,3555,5870,-1154,1655,-6733,2792
,8308,273.6102061029463,-7668,-3335,-1898,3233,3204,5639,4861,2198,1741,1914,-7436,1864,2775,-3404
,8309,273.6438923067844,3151,-473,7182,7454,2691,4636,3914,-2270,-5301,977,1081,2488,7108,-7241
,8310,273.6768036039149,1462,-7806,6035,2002,-1345,911,-4541,-3120,6810,-6421,2303,3262,-4282,-373
,8311,273.7079854734928,-5714,-1593,7199,-1810,-51,-7458,-8003,-2001,1063,2577,3590,-1567,926,-1304
,8312,273.73860241384295,-6149,-7552,-6376,-2848,5977,313,7998,-1201,6401,-4290,5414,-5376,6074,-9
,8313,273.76881351177286,914,-2001,7339,-3700,-3128,451,280,-502,3140,-5125,-2883,-4276,3930,1557
,8314,273.8018231690263,3459,-6727,-4157,1056,-875,8051,-5450,5220,1853,5020,8038,1934,-4689,1923
,8315,273.83178237951097,1206,214,-4104,1208,-3423,5546,2052,5798,-5826,-6095,4902,4913,1948,5465
,8316,273.86451320719857,-2472,-5210,-7188,6904,-6034,-4280,1146,4936,-5649,6607,5894,-5335,3666,4855
,8317,273.89472302217035,1085,-4652,-4642,-13,2555,-7964,5575,-1843,482,4017,-4175,6967,-5097,-5339
,8318,273.9295929687052,1307,-2707,2878,2698,6120,-4685,-6602,3614,-6688,-432,-7750,5593,-5828,-6688
,8319,273.9599913785214,7641,2543,-3673,-824,7003,-5764,759,-1203,8130,-1930,6195,4149,3142,-4145
,8320,273.99052022241364,4215,6277,7513,-4643,-1312,4482,4739,5107,-3777,4653,4305,-1009,-2204,-4591
,8321,274.0222931080345,-6356,6590,4029,1987,1392,-4316,-6592,7869,4825,6390,6803,-3189,-3697,8109
,8322,274.0523960098292,6037,6426,4599,-5981,6896,3027,-5066,3365,-5393,-5109,-6848,6834,-1800,-8102
,8323,274.0835274163875,3958,3167,1935,2705,-2423,-7959,-8111,-2715,-2721,-3909,-8137,-6126,5301,-6081
,8324,274.1158399997263,4163,-4472,-1275,2301,-2252,2538,6106,-4687,-7660,-3345,-6913,-36,-1241,5987
,8325,274.1465865188471,-145,3927,-7396,5669,-5115,-249,2713,-1751,4633,4554,-1239,-6759,-4553,-5900
,8326,274.179737729147,3835,-3793,-6895,869,-827,7448,-770,-4,5960,-3417,-1141,2380,-4436,-6819
,8327,274.21090676914366,3067,239,-3104,5555,-728,6947,-541,7790,7181,2612,-5480,5321,6924,-6610
,8328,274.2401650568393,-3870,6241,375,6292,2754,7160,4779,-308,-3746,-2590,5110,-4239,-3355,5959
,8329,274.27126139587557,-3394,4369,3652,-207,6397,6420,-5127,5387,3558,7977,5987,-5771,4915,-2860
,8330,274.306988358438,-7002,-4384,-601,8081,-2631,-2746,3188,2366,7707,-5239,-5676,-7389,112,-3399
,8331,274.33752917660604,7064,-3323,1170,-2044,-4805,-1520,3668,1477,-550,4650,-4864,-5376,5203,-2796
,8332,274.3685558082508,-107,6030,5482,6018,5693,-1160,6284,-6176,-7977,4103,-6760,-1388,7306,-3954
,8333,274.39976034342226,-7764,-5305,6878,825,-2844,-1084,-5605,-2859,-664,4730,-4568,2031,3211,-4430
,8334,274.4301117114405,7443,1069,391,-4337,3460,586,-5278,-7277,108,407,5883,486,1008,-409
,8335,274.461412896124,-3756,-6965,-5089,7832,-7515,5392,4566,-5344,-2920,-5909,-6736,4724,1287,1690
,8336,274.49346974314324,-8153,2190,7931,-412,6311,-3072,3099,2224,6980,-6607,3265,422,3327,83
,8337,274.5269994260901,-6603,-5365,-6974,-5733,1036,-2356,4742,-931,3278,509,127,-487,2802,-1900
,8338,274.5581787297517,-2046,5265,-2605,-6110,-7576,1300,1284,7048,4816,3280,-4295,409,8167,-5264
,8339,274.58856088876496,-3275,-6158,4479,-5362,-6581,-4794,-1404,-1952,1899,-8099,8153,7561,3997,-3110
,8340,274.62032949785873,-6225,4095,7404,-5287,3862,-4881,5954,3531,-4895,-3008,-7979,4003,-3844,-752
,8341,274.6516122934758,4931,5311,3331,7877,5060,4117,7013,5813,-6255,3052,1646,1176,6849,-1556
,8342,274.6821347225774,5637,7988,-6163,-1658,4570,2356,1532,-2768,-4666,6448,1301,3759,-6105,-5187
,8343,274.715682366938,-7978,-7530,4075,-7281,751,-5731,6571,4694,-3447,2749,4049,6721,-3023,6447
,8344,274.74702717219776,1299,-2798,-5663,5184,563,-3655,1288,1385,3772,7312,4595,-3005,1679,-7746
