Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,6442,226.8947401282787,6054,1613,-3351,-3438,-6469,8110,-4561,-5504,3947,-3518,5163,1255,-6325,7849
,6443,226.93604410981095,3571,4500,6819,-4647,-159,-3269,-6721,2992,-4970,5131,3399,-1140,5817,3826
,6444,226.97725272478922,-4881,-6227,-7006,-7845,-6542,5977,4654,1435,-5363,-4187,-3709,4571,3152,6523
,6445,227.01429300881907,7285,-3511,-6787,4099,6079,2738,-4738,-4635,-987,888,-2301,-5444,1279,2786
,6446,227.0532551641203,-6081,-859,-4715,3726,-2289,7862,4892,-6153,7559,3225,-2924,5127,-5808,-8024
,6447,227.0901175446234,2510,1381,2329,5225,-3721,-2372,645,-935,3203,-5045,2158,-1033,5324,-887
,6448,227.12793444597165,508,-2432,5778,530,1992,-283,7170,-3945,-329,5232,-6113,6391,-4905,-7655
,6449,227.1638157911618,-4869,8009,2260,-6832,3135,-1202,-235,-4277,-3975,4504,1171,3432,-4635,-7814
,6450,227.20253546737737,-7073,-193,-1964,809,3240,2888,-7233,-5087,-6345,-6396,4849,2282,4832,6717
,6451,227.24200182522176,-663,-937,932,-2488,-4216,7334,4266,-3062,5751,7886,3424,-2495,-2307,-2892
,6452,227.28049698376546,960,-2822,-4707,-7944,-5544,-5411,305,954,4722,-1073,2992,-2304,-4575,635
,6453,227.31758088837154,-8171,507,5237,-5727,3109,5085,3803,-3212,3328,-5125,5588,3248,8013,-3663
,6454,227.35408446825235,-2340,-8021,-7117,-4565,-4238,-81,2503,-4023,-6611,6274,-7148,-7038,-2731,843
,6455,227.38656939563265,-6738,-6575,2199,-4913,-7615,-6646,-5959,7948,-5547,-7185,-5553,-3495,-7112,3601
,6456,227.4239642037577,5947,-3379,4048,-7313,512,-1172,-4370,-7749,3510,5831,5002,673,4947,-5887
,6457,227.4622250086172,1925,4659,-7695,5554,-7265,7040,5921,1676,-1021,-6597,-780,-1029,777,5816
,6458,227.50059743083358,3138,7782,7553,7637,-3179,-7805,-501,-1924,1300,2456,-1744,-565,-6547,-7561
,6459,227.53887705241226,-1469,-3941,-189,6178,-4613,-7940,7925,-3512,4941,1687,3074,792,-5064,-3174
,6460,227.579690516288,-3207,1389,4369,3861,-870,4199,1225,7476,-5683,-6565,4062,5721,6215,-1038
,6461,227.618516678028,5058,-7819,-887,4510,3754,-1049,-5239,6300,6777,8160,858,1972,5993,-1034
,6462,227.66105272701301,-2660,-7892,-7944,1272,-4079,63,7962,6834,-907,3526,1889,1695,7730,2725
,6463,227.70069869899493,4877,6668,-2060,101,997,2793,2838,6701,619,-6102,4560,-3672,-7198,-6820
,6464,227.73690634320155,-3340,4037,-2366,-8177,1723,2045,-4315,2891,-4150,296,-2041,-4598,-6294,6194
,6465,227.77025384609462,798,-1053,-6260,-1572,-3955,2419,5590,3504,6967,6796,-4228,-7685,1962,853
,6466,227.80671765427357,-3661,3478,6998,-7400,5089,-835,-906,-2648,6717,-3462,-6733,-7594,-3156,-3679
,6467,227.84602962949026,4126,7901,6506,-1831,7242,4333,-6279,-2174,-2340,-5840,2158,1626,308,-1468
,6468,227.88419250187954,4904,-4942,-7691,-1201,-3185,-3126,2643,994,-6723,-5276,3466,6587,1147,-164
,6469,227.92398216517145,6873,1458,7106,-7639,-7580,6409,3494,-7337,-1994,-6714,-2185,-1275,-2384,-5529
,6470,227.96264624653494,6312,8031,-3353,1164,6148,-4885,-6573,7344,-3358,-5603,-3842,5214,-6706,3503
,6471,228.00256420563937,-5788,-6424,8051,2451,-4530,-3458,7334,-2688,-4485,3502,-4862,-3356,2083,-6323
,6472,228.0385062775141,3334,3835,-6833,5858,3458,4652,5898,-938,1214,-7713,-2207,-4666,1151,-3459
,6473,228.07590151329188,6617,-2261,3660,5149,-3710,-1234,-4788,-366,-6219,-5144,7797,5736,7894,-8167
,6474,228.11676715079804,5857,-8113,-7897,-2562,-1634,-2426,-6108,-4374,-602,-980,5713,-4723,7315,-4295
,6475,228.15532987846964,-5151,-2684,-758,-5889,-4165,6027,670,19,2627,-6330,4158,-759,-7467,-610
,6476,228.19305483448557,5912,-4186,-5172,-6558,-7691,7862,-1717,3880,2357,-6757,4222,4500,-7362,-3800
,6477,228.23140074223403,-4009,-4854,-5614,7216,-587,4356,5688,-2657,5257,-1425,-8084,-7708,148,-3166
,6478,228.26904187831911,-1533,4523,-5251,6316,-5749,3930,-7996,4311,-2437,7927,-5243,4610,6948,-2216
,6479,228.30475814956384,-3916,7681,-439,-3156,1915,7732,-5081,-5748,-7624,-6793,6556,-7774,3637,-4384
,6480,228.34621694137653,-2105,3007,-7229,470,5773,-2347,-2972,1463,4151,-7082,-1396,6378,-7643,-3024
,6481,228.38504524138003,-5948,7001,118,7630,4613,-8139,4517,236,3093,-1459,-7568,-5896,-589,1575
,6482,228.4249760300657,-7000,2767,-3828,7963,-5161,-1671,-471,1732,-5913,-3565,-5408,4604,-3026,-3220
,6483,228.46304909538622,2311,195,-5980,-7000,-6671,1048,-5356,-1988,-3000,-1294,-7229,-920,-5483,5748
,6484,228.50065302568566,4025,-4077,6062,-5346,2657,-3653,494,1025,5680,6653,5019,-601,-4683,5283
,6485,228.53792082095634,-5232,3636,1361,-5814,3198,-8114,-6251,-5911,-3014,-7682,1926,-2154,696,-6290
,6486,228.57338948128293,3897,272,-6807,6452,5967,-1212,-2746,2689,5993,1367,4198,4305,750,7353
,6487,228.61666066527366,1085,4884,-7145,4431,513,-4845,3185,6105,6904,6164,-5342,-5113,-5445,-3950
,6488,228.65193944779773,-7569,-5790,7784,-4948,-779,-2927,-2046,-1487,3661,-6377,-7408,-6399,-4693,167
,6489,228.6875919987889,1972,-4766,-6541,749,-6569,4524,6826,-3994,8099,141,-4653,5560,-240,1225
,6490,228.72355588095175,-4676,-1663,5560,-2581,-2781,-4031,3842,-6862,4011,7483,1227,7903,5972,-2618
,6491,228.75968996889253,8109,5393,-398,-5572,-6619,-3799,-2411,-215,623,-325,6516,-1576,4738,3299
,6492,228.79972980901886,1329,7894,5998,1858,5964,-8108,5722,-7555,5436,4442,-5107,-3648,-1723,-4943
,6493,228.83927998679408,-5892,-4456,5035,2655,805,-7905,3934,-2668,7531,-7627,4725,4690,7307,7186
,6494,228.87609147662494,3589,-3424,7852,5735,-1869,-666,-1730,-342,7228,5315,-2933,-7208,3145,-5054
,6495,228.91089641994813,6146,2476,-1943,2128,-6495,1191,-2234,-846,-1177,7970,307,5689,3954,-6263
,6496,228.94902422481533,6424,-7427,4628,-1536,-2960,-3846,2490,-4290,2994,-3078,1438,7885,-6292,7010
,6497,228.99116512269785,-7936,-2842,4748,-2656,-2296,5739,-233,-2917,738,4972,4450,6451,-2021,342
,6498,229.03341165079934,-1804,5087,5202,3102,739,-2441,-2716,56,7415,-2819,-890,-6934,-4125,-3808
,6499,229.07417294104465,-1439,-3360,6271,4154,-1284,2511,-6179,4776,5137,1040,5749,-6471,5781,5958
,6500,229.11164130543554,-3327,5088,5500,5603,855,-2021,-5040,-1616,4123,6253,3570,7225,1944,2024
,6501,229.14735843198568,6617,8050,-7418,-3155,-7847,-6013,-2816,-2121,-5798,5770,5749,-7171,-6027,3881
,6502,229.18486998930013,-6421,-3258,2874,-6841,-80,3489,-2719,-4230,-8069,-3636,6225,-7909,-6782,7892
,6503,229.22502315739416,-5955,2814,4116,7555,-2265,427,-5739,663,-1196,3434,-3125,5593,-7014,3912
,6504,229.26458402648709,-4277,-5804,-7396,-4460,-120,6377,-143,-279,-3162,3453,-6301,-5733,6745,-4559
,6505,229.30271824614493,-485,2186,-7797,-6073,1824,709,-4347,2103,-4444,7496,2398,-5367,-82,4105
,6506,229.3398893919035,-7476,-5434,-4389,-1984,3901,-213,2372,4821,-7366,6511,-7221,5811,3406,-2462
,6507,229.37407851532666,7773,5040,-3050,-8034,-5133,-3729,4816,-3535,19,-1516,6814,3634,-6187,5519
,6508,229.40632395719027,-1020,-3005,-7476,-7653,8091,-5823,-6259,2255,2437,3044,6988,-3252,-4073,4470
,6509,229.44225790366352,6106,3400,3231,-4447,4598,4843,-3689,5886,-2412,-1368,-28,3956,6311,6230
,6510,229.4805016024147,8123,-5389,-1445,239,7163,1355,-7873,-1773,-7002,2728,3573,7962,-747,6175
,6511,229.5209092238702,-4741,-5047,-4162,-3428,1353,5219,6245,7461,2252,-5693,-2461,6434,5610,-2719
,6512,229.5576522892677,3078,4197,1683,4584,7095,1445,4058,-1992,-846,-7598,5449,4490,3288,7231
,6513,229.59465964403898,-3174,-7425,-4192,-1510,-569,-4639,3838,-2287,-1378,5062,-6886,-8030,5990,2963
,6514,229.63267454859118,2146,-3778,-1785,5718,7593,1667,3833,5924,-3692,-2271,-3301,-2378,7815,-7135
,6515,229.66924698055806,5626,277,-5454,29,5882,2845,3583,7408,-7557,-7023,2576,-8113,-7534,-1480
,6516,229.70944975636624,-5933,-5081,-3367,-4524,4958,-2524,-6671,5368,-4693,-2619,6648,806,-1954,-4445
,6517,229.74607136839458,1239,7081,6391,-6907,-4975,863,2285,-2670,-4996,1973,2151,-6878,-8159,-7783
,6518,229.78268656563228,3850,-5889,-7234,-4317,-2649,-7613,3239,1877,-4056,-3123,7028,3417,-1634,7358
,6519,229.81905971143706,4864,-5000,-5346,-6729,-2611,-7700,-7839,-5805,2046,-1214,-6689,3690,1844,-4728
,6520,229.85405752613173,-6784,7851,1680,3776,-5046,4737,-2436,4070,-3794,-1651,6689,1991,5998,7287
,6521,229.89223878758747,-7975,-4370,4654,3640,6422,-4975,-3048,7845,7055,1738,4486,-3374,-7831,214
,6522,229.93366379483618,-5822,2682,782,-5932,-4279,208,363,3093,-7160,5154,-7240,-7891,-7306,3517
,6523,229.9707049341714,-6063,-5875,3107,-4581,-305,7990,-2762,6467,-290,-3618,243,-6368,8153,2716
,6524,230.00384502550094,-3807,2178,965,-5871,-2686,814,-6686,-6587,-1454,6684,-5780,5948,1634,6378
,6525,230.03692439014586,-7499,-219,6587,-6904,440,-3158,-6322,987,-3142,-4117,-4526,3936,-3514,-1738
,6526,230.07312904078353,2433,2913,5055,-2615,-138,-2766,8128,5600,2621,7247,-629,-5296,-863,5961
,6527,230.10996276855522,-3170,328,-8075,-19,-7109,459,-7385,-1943,5867,-3785,4901,-2526,-972,-2595
,6528,230.14875429042579,-6332,-5180,2399,6800,2641,-8122,4612,-3678,-7130,2235,-5722,2846,2788,1355
,6529,230.18969519480865,1650,-846,-7830,-7392,-7493,3747,4473,-7815,6326,-5129,2378,-7860,5914,6582
,6530,230.23112576154256,-348,2916,3346,-2592,2701,4109,-7665,2673,-2318,2681,5800,-642,-7642,-3264
,6531,230.26466442519626,-3776,7939,7518,-4216,-4799,-6971,-7295,-7866,4052,5454,-7653,-682,-3443,-1191
,6532,230.30277127508077,-3908,-3760,4064,-2000,-3638,-1555,8100,-7147,-6417,-2900,-4395,-1951,6097,2029
,6533,230.3400121282308,-5982,1577,-1152,5959,866,-3554,8024,1621,5691,-7211,-340,-5632,-6593,5650
,6534,230.37696260519186,-7064,2617,197,-7533,-4136,-3147,-6368,2318,7194,-6256,-2471,7664,-6245,-4640
,6535,230.41761484399657,-3622,7690,-3933,-1207,-6770,3154,-1940,-4204,958,-1725,-3481,4960,6546,5111
,6536,230.45695718255553,-637,3003,-2994,-1497,-1017,-1886,-3384,-6581,-7130,8033,2880,-2414,8135,-5022
,6537,230.49706031528268,-7271,5068,7382,-4538,5660,4548,8021,6668,5170,-3648,-5094,-2146,2138,-1235
,6538,230.53149149013876,-6942,-3540,-3655,5845,-6120,1518,5172,6559,4327,5666,-4466,5312,-1006,-4757
,6539,230.5705165103881,5286,-8004,-3064,-6728,-3756,2315,2186,-2643,896,3435,7974,8044,-7665,1268
,6540,230.61041864634234,4047,-2538,7474,654,-4123,550,3049,1890,-2907,3730,-7318,-7877,-2625,889
,6541,230.6448395575334,-672,4510,6701,5678,-2925,-7332,-3237,4357,3763,-5579,4018,3848,1281,-8050
,6542,230.68466343304198,-1304,7614,-8098,6917,4136,3428,-4547,7387,-6945,5667,-4848,-312,6942,-3258
,6543,230.72020222841275,-4135,6378,-6392,-2289,-6817,-5594,7439,2432,3465,-4874,-4651,7777,-3195,-7053
,6544,230.75569269902743,7892,4106,-5441,-6597,5997,-2646,-6762,-7760,-3696,-4244,-4811,3843,-7121,-4030
,6545,230.79252471618827,-1470,-4643,-4170,-3418,1003,-6017,-4354,5864,3943,8130,-8093,1907,-3283,-461
,6546,230.82888417710637,615,1513,-5016,-7120,3763,4509,5537,2286,-2351,-4253,-6659,6593,6602,-3104
,6547,230.86909122944166,1715,-7833,-1592,6748,3982,-1351,-1569,-3964,-3488,-3678,-3363,-3984,4707,3236
,6548,230.90415233673716,-7990,4457,-7189,2357,-3027,-563,7338,3634,-1720,-6950,422,-4314,7301,-7821
,6549,230.94483878775853,6212,-1528,-5713,5698,-3599,6630,-1222,-3878,5516,-165,-351,2816,-7136,-403
,6550,230.98211043190358,3161,-2190,4129,-6086,-687,4649,5842,7455,-2502,767,6215,4545,-7702,-8038
,6551,231.02320571891414,-3882,4103,3930,7379,-4704,1991,-6785,-6624,5812,5873,2956,5160,3796,3520
,6552,231.06261605425374,2940,-3943,860,3190,3165,-3783,-733,7094,-7411,1775,-1449,-6559,-2384,7636
,6553,231.1007887626553,-3851,3226,2465,-2351,-4185,6893,-5266,327,718,5887,-713,-94,5397,-4218
,6554,231.13815235213266,4529,-1278,-3936,4707,5978,-2492,1809,-4914,1670,7080,774,1335,316,7280
,6555,231.1751272052981,-3606,-1429,6106,-8030,7802,-4476,-3236,1825,6461,6831,-5090,5869,-8189,-3568
,6556,231.21077890098385,-644,-4926,-5675,-7383,3963,3690,-7973,4499,7425,-4292,-3014,-5901,-1555,-73
,6557,231.25246948056446,6913,-7161,-3482,1187,-6197,-2525,-5661,-7708,5938,-6808,-1035,-7960,4600,1231
,6558,231.2899558063691,7856,-3597,692,-6073,3944,4757,-7957,4223,51,7244,-5824,3565,-4132,7425
,6559,231.32876058547367,-1010,6309,1532,-5432,3992,-619,5352,-1754,-96,-1872,-6292,530,782,580
,6560,231.36516152870448,1445,4461,-3044,1901,-3816,5072,6087,2556,2919,7336,6192,-7691,1588,4651
,6561,231.40147865200444,7144,-2036,7037,-1420,-6363,-7396,-4375,-6730,-5419,-280,3846,1217,4327,-2963
,6562,231.43598210016825,4693,5342,4942,-6773,2877,1571,3418,-2568,-648,5095,4070,8142,4640,2728
,6563,231.47357320088645,-2848,1759,-3434,-3610,-1238,1594,-4808,-6171,-193,-2794,4396,749,4737,-1074
,6564,231.5144178834099,3968,5138,2207,4540,-6102,1207,-1268,-2889,-1995,4100,-1597,6717,2626,7574
,6565,231.55066829288737,-336,5467,463,-8145,-5379,-3357,1043,5455,-641,-3770,-4844,1537,3253,-816
,6566,231.58765554798134,412,-2416,-4609,-7122,-702,6867,7748,3815,2592,-1456,-1527,-3425,1365,-5291
,6567,231.62370325007507,-1330,7329,6740,6407,6143,-8122,-6082,7885,8047,1854,773,6034,2477,6679
,6568,231.6637559197826,-7736,3175,2203,2213,-4837,1715,-1420,6229,1562,-6373,866,-7066,-245,-750
,6569,231.69923313316335,791,2165,-7386,-3548,1577,3644,2674,-2925,2159,-7282,-7768,-3565,3373,-7176
,6570,231.73905273214487,5313,2745,2219,-5101,-6140,-6542,-5187,2974,-7344,1533,502,-3622,-5973,-1649
,6571,231.78007360758417,-3924,5966,1329,-6109,-5846,-4455,-3251,5216,8143,5863,4846,-4808,-4811,4906
,6572,231.81618075340432,-2694,-1615,-3435,-2806,30,5890,980,4836,-5778,1233,2451,-3534,-7731,1399
,6573,231.8539394939842,2054,714,4070,-3562,-7230,-3232,-957,-6156,-4230,-6266,-7164,-5544,1510,-4811
,6574,231.88775442128753,3428,-3743,-1916,2788,-3445,2971,-5166,4721,-479,2513,7154,-3991,4565,-2652
,6575,231.9255182936999,-3496,3439,-1379,-7813,5892,1908,-6589,-533,-895,-2095,2979,-2060,-3462,-87
,6576,231.9647909248674,-2588,-2652,-3141,-3102,-4535,-4937,-5298,-2508,-6421,-5097,-1904,-6475,-2463,-6272
,6577,232.00389848208948,-3976,4257,1901,-2546,-6271,5702,-3632,5711,-6567,-5641,-2776,2628,7865,6866
,6578,232.0447671131646,-2982,-5518,-3908,-5280,-1007,7449,8184,3715,7954,1199,1765,-5923,2061,-4689
,6579,232.07991204039095,-5234,1741,5769,2618,8149,5667,-1536,4839,-6439,722,2676,7409,2333,-3460
,6580,232.11662987427866,3490,1347,-6922,-7533,4930,439,-3483,-7802,-5781,6317,-168,6544,-4993,6859
,6581,232.1536102869293,5261,7725,7586,-193,-5869,-2252,4287,5110,-2004,-6866,2057,1477,-5978,2249
,6582,232.19181250336777,-186,-6714,3494,-1993,3928,3119,-7726,742,7671,-5390,6345,7405,7913,1460
,6583,232.2298094465062,-7203,4205,-2343,-3242,4322,-945,-4285,4829,4646,-5768,3897,3443,-4704,6743
,6584,232.26686983021332,131,4905,4541,-1751,3718,-3851,7221,338,2186,4430,6959,-698,-2183,-1253
,6585,232.30563227169975,6656,-3724,-6181,-7561,3068,-4381,3079,-4894,4707,3165,5082,-4125,5053,4452
,6586,232.33984192245288,-260,2629,3184,-5397,6383,-6627,-709,-6682,1101,2503,77,1103,3048,-2770
,6587,232.37797742506882,7024,6346,-1103,5208,2843,-7490,-3412,-457,3736,-6592,6279,-7672,-2606,-3639
,6588,232.41668897588295,5467,-2466,-5182,3317,-5847,-3473,4843,5328,536,-7284,5697,-6233,-2287,-5036
,6589,232.45200539184535,4482,-7271,-2909,-3614,4073,318,5856,-3528,-4122,7323,4308,1554,2793,4886
,6590,232.49092007769593,-2195,-5403,-5659,1860,-5738,1498,6704,-2597,1567,-6567,4727,3560,-7557,7942
,6591,232.52995279569404,4078,-1607,-1402,677,-928,925,6885,-2270,-4303,5393,6374,856,6876,923
,6592,232.57105064862085,-5537,429,-6265,-6949,-4437,1924,-5425,-549,8115,2248,7048,7384,7693,-1334
,6593,232.6146280319508,7498,-1436,7529,-7515,-2744,4184,-808,5636,1994,7602,-385,5985,7714,3304
,6594,232.65222683041773,-4735,-2066,3076,-7672,6223,442,-5978,-6913,2276,-3390,-1118,7860,4743,4385
,6595,232.69002662565762,-6755,-2147,4366,-4279,4462,-3789,-4817,5954,4364,-4690,7760,-2048,-7499,-2258
,6596,232.7258989901409,-1273,604,4409,6381,-1939,415,-4268,1211,-2011,-7288,-1768,3371,-1847,-756
,6597,232.76822591695156,-6865,-6996,-6863,-2973,1231,-717,-1285,-6318,7522,-7354,-5827,-5080,-1973,7285
,6598,232.80468630390882,-7475,-5418,7693,-5678,6621,-3176,1442,-6564,7839,-6402,-4186,5329,1981,1433
,6599,232.8451375459406,7085,5117,3219,-6955,18,6935,-574,-7400,7996,369,-1310,-1626,-4613,-2894
,6600,232.88799219619338,1330,3198,-7694,-5042,-2194,6744,4040,-187,5931,4332,-7802,4727,-764,-2578
,6601,232.92274026170634,-4893,-831,-6963,-87,-2579,-4497,-4016,-2038,6443,-4665,-5922,-4337,1590,-2333
,6602,232.95848090915544,-3362,2140,4763,5291,1769,5867,7361,838,301,4823,5976,-6089,-4885,-4309
,6603,232.99275085894047,5320,3370,3916,6109,7024,-5430,2684,-2924,447,2333,583,2944,-5023,-838
,6604,233.03096077312767,907,-7881,-7764,2367,1816,-859,-6979,-3542,-6747,-1185,-1480,563,7676,404
,6605,233.06779920507915,-2222,-5825,-6491,-2664,-3041,5294,6472,5630,-5456,866,724,-5631,2279,4003
,6606,233.10480741515585,353,2419,-4497,2303,4678,-5685,7983,-1853,-6163,2146,4547,6502,-7284,-2793
,6607,233.14968315210837,1433,5471,-3996,-2793,-6191,4366,-3208,-2358,2080,5215,1504,-1648,7300,4821
,6608,233.19142376705585,4825,-4762,-4932,-2756,-6377,5493,4366,-2422,-1054,-7257,1075,2539,783,2977
,6609,233.22524126027542,4447,5215,6075,-5768,-365,-941,-3703,-7262,-3973,-7197,-6696,7229,3916,-134
,6610,233.2633275828299,4822,-7267,-1867,4996,6595,-11,175,5721,-3675,-5459,6924,-4273,-5375,3474
,6611,233.30268617219178,3024,-7156,-3714,-5545,3130,3227,-3285,-3843,-7409,-2461,-552,-6450,-5368,-6444
,6612,233.34024862017853,-6899,-3489,-6238,3945,5262,-3264,-3979,5750,3841,-6803,5607,-1223,3338,3565
,6613,233.37928732531455,-5192,-6174,1123,1387,2537,-5110,-3301,-3618,-1845,5789,-4048,-3522,-980,2260
,6614,233.41446133292507,2311,-4428,-2095,2502,-981,-5046,-6436,4350,-6542,7245,-1832,-557,6438,-3871
,6615,233.45608947521026,-5603,5838,-4098,1181,1655,-3138,-3157,596,4374,7014,5899,1985,6380,4334
,6616,233.49013319671255,-667,2620,-6764,5724,-1366,661,847,-7876,-7975,3603,6652,-638,-584,-4931
,6617,233.52892685684668,-132,-4362,-5761,6779,4837,7543,-6931,2648,-7859,6032,1044,-4802,6047,-83
,6618,233.5684962789938,-1383,5696,-845,5546,-6322,1681,-1356,3514,-1688,-449,-337,3840,4402,281
,6619,233.60941323482496,-1383,5696,-845,5546,-6322,1681,-1356,3514,-1688,-449,-337,3840,4402,281
,6620,233.650380226023,-5278,847,4745,2022,-2587,971,7045,-4645,-3410,4714,799,-1021,3943,-3524
,6621,233.68732428819345,1691,3104,5199,3810,-4384,-2322,8140,-4277,1875,5635,-5219,-4144,6787,-6086
,6622,233.72567661073253,-1008,-4580,-632,-2244,872,-7031,5291,-1957,-5439,2598,-4427,5808,-583,375
,6623,233.76807666615633,-1393,-5141,1600,-7275,986,240,6337,3828,1673,4492,4346,2229,-3215,-2682
,6624,233.8068720369013,-3255,-1407,1219,3582,-5481,-3670,-6943,-3871,-5615,-6899,-7844,2731,-3319,-7583
,6625,233.8451892919183,-7186,-2964,2310,1636,506,7884,785,4775,-7381,6384,54,-1052,6626,-1195
,6626,233.88467489413458,-7046,-6001,1466,8020,-2400,67,3735,3909,7859,-6713,-5786,2249,3206,-6226
,6627,233.92002680527176,-178,-337,3137,707,-2168,-8147,-7692,-519,-6478,-2126,-6645,4217,7279,-2557
,6628,233.9572980217641,-4357,-5123,-21,-1307,-4422,-2864,2340,-3490,-7779,-3605,-4243,-5523,-2696,6351
,6629,234.00023649194773,-5361,5418,-219,-2916,-183,872,5637,-3749,7277,-7000,7088,-3014,3962,3387
,6630,234.03962715526274,-1733,6667,1024,336,7772,5594,-2739,-5100,792,-5775,7297,-3037,6305,5277
,6631,234.07530108888932,3349,3780,-3487,-986,-3917,-5468,207,65,-7648,-42,-6210,3181,6120,6688
,6632,234.10863405159031,-1850,-3484,54,-5222,-6417,2776,4847,4815,2995,8107,-3209,-2693,1255,-2373
,6633,234.14604853173995,1139,5424,-1053,2453,-4606,-7384,2467,1071,7303,-8044,4818,-1549,6132,-4154
,6634,234.18720753900408,1233,-2674,-4510,4212,7118,-653,2641,-6541,-6009,2698,-4587,3649,-1131,1621
,6635,234.2258895817813,3910,6832,290,3612,3610,-2084,4342,7441,6246,-2361,6352,5160,1812,4145
,6636,234.2668180842356,-20,7210,-2973,2864,81,-2258,2064,-1596,-991,-6765,-7973,-5006,5489,-374
,6637,234.30329600495392,-7257,-4874,1991,-1129,199,-3961,-5153,-6130,-1476,6656,-698,5981,724,-98
,6638,234.33750009622187,-3641,-1230,-1634,931,3336,-4689,5987,-363,8063,-948,4043,1170,-5606,-487
,6639,234.3710002711318,6774,-6767,4895,1058,442,-26,7780,-4368,4096,7992,2657,-4827,-7898,5719
,6640,234.41064068362851,-3325,7436,-3401,-2512,2440,780,8136,-5754,-5905,-89,-514,-3195,75,1750
,6641,234.45514992220998,-6275,5279,3500,-1314,1576,5384,1990,754,-5044,1099,-2048,4168,-2612,2840
,6642,234.49553017389215,2099,-5438,-6083,1903,4323,4045,7571,6209,-599,-2631,6110,-1505,-3510,325
,6643,234.53425027776044,-4134,5214,-3081,-2627,-4148,-738,2514,-5350,1610,5904,1262,-7837,-4951,319
,6644,234.57359988641545,-1582,-7094,-7575,-8174,-2077,-1311,7930,3272,4040,-803,-7761,3577,-1045,-6107
,6645,234.61034252416025,1665,-557,8169,5509,6855,-7691,-6940,-5971,4543,6138,3592,6097,1435,1896
,6646,234.65534313570362,2828,-2341,-2511,-5246,2986,-7505,-2093,-5884,-5336,-666,2738,7494,-6658,-1200
,6647,234.6969404869938,7679,4961,5048,-4899,5637,1605,1623,3091,2320,-1591,-3231,2634,-788,7431
,6648,234.7382376260827,8170,3969,-8098,5833,13,81,-2642,-6782,-5926,6429,-2567,-6977,-4152,-4626
,6649,234.7759202444805,-803,-3179,7579,-3029,5631,1631,6303,-5506,-3111,7937,-7817,-1172,-3712,1326
,6650,234.81618845115307,2912,-5282,6990,-3204,-1136,-1582,4322,-6645,4892,-972,-5845,3751,534,-5431
,6651,234.85718323977719,5224,-5962,390,533,6080,5726,-365,5,-256,-5850,-4643,6039,2723,-2521
,6652,234.8979954206948,-6659,-2037,-4770,-2047,-7880,4858,-7151,-3677,-6905,-5507,-6055,-2664,4339,-6160
,6653,234.9369875116856,7819,-3295,-1447,-3582,3385,-604,737,-3425,2817,-2180,-7923,-997,2365,5434
,6654,234.9706831238833,6603,1128,-5850,-3805,5300,-2745,2610,6554,-614,4693,214,6528,5127,-3946
,6655,235.00764429216207,4177,-4019,-1462,-8067,190,-887,-6243,-4500,5259,7447,-8042,3588,-5682,6658
,6656,235.05026416107796,5867,1988,-1805,2580,575,-1589,6056,-4793,-5093,-3939,919,4554,-3635,-2465
,6657,235.09170798504584,-242,499,-1483,3841,4084,-5971,-6043,6019,3814,-7234,-4099,-1175,1396,7248
,6658,235.1321643589101,2579,2461,7851,2531,3581,-1454,-826,-4053,-7864,3927,-832,-1339,5971,-1899
,6659,235.1727665623479,2199,-896,2811,-3074,-2885,1383,-6683,-1840,6705,8017,-3507,983,7721,2135
,6660,235.21047783347717,900,6891,3326,5771,-4893,4667,-1339,-7087,-2997,6949,-3583,-6325,6772,1702
,6661,235.24912053220524,-4138,6811,-5082,-7805,-5157,1667,5723,371,-2990,3140,2762,3825,-5633,2894
,6662,235.29152144293445,4649,-7447,-589,5388,-3798,4110,1874,6325,518,8125,-5835,-7580,-6746,4900
,6663,235.33109428630323,-7696,-1891,3784,-7984,-4899,-113,4638,-2882,4203,-5999,4735,-4379,7319,95
,6664,235.36949621655648,6504,5056,-8103,-3747,4223,3249,5899,2104,5255,2189,-3395,-5710,-4776,4295
,6665,235.40488918235368,1231,-5303,-5989,298,-4037,429,-5374,-3877,7502,1251,655,1516,8125,3934
,6666,235.44564619607192,-6658,6915,-4368,-3371,1641,7782,6290,2904,2531,112,-6099,-784,815,-6372
,6667,235.48821731257905,-1730,6847,5550,5142,1740,7731,6443,-3511,-748,-3941,7194,-4526,432,-4549
,6668,235.5283850208652,2622,-7636,-7934,6153,-3325,-125,5511,-7118,-5264,3416,-5762,-3195,-5610,7703
,6669,235.56591368428795,4410,745,-686,5722,2115,4706,4690,-7696,-5329,-6797,-4725,3091,-4056,5618
,6670,235.60298818053445,-4197,8172,-4304,-990,6336,-3414,3036,-2888,-686,-5477,1399,-6365,-2279,-1834
,6671,235.64449529710316,-6567,-5526,-2139,5889,-6854,1303,1131,-4696,-7938,5416,-3119,-2506,2785,-7458
,6672,235.6796504879945,6362,-1008,7419,4473,-7420,5359,-6346,-7884,-964,3002,-7919,-6202,-3053,4886
,6673,235.72353620892716,-5062,-700,-328,-4784,-5279,-577,3819,5477,4717,3140,2109,954,-3867,1822
,6674,235.76713625785064,253,-3683,-5053,4509,1791,5107,-7104,3428,-3222,5869,-431,733,-7912,-7828
